status,private pool,propertyType,street,baths,homeFacts,fireplace,city,schools,sqft,zipcode,beds,state,stories,mls-id,PrivatePool,MlsId,target
Active,,Traditional,4418 Swilcan Bridge Ln North ,,"{'atAGlanceFacts': [{'factValue': '1999', 'factLabel': 'Year built'}, {'factValue': '1999', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.75 Acres', 'factLabel': 'lotsize'}, {'factValue': '$229 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['9', '5', '6'], 'data': {'Distance': ['0.8 mi', '2.6 mi', '4.6 mi'], 'Grades': ['K to 5', '6 to 8', '9 to 12']}, 'name': [""Chet's Creek Elementary School"", 'Kernan Middle School', 'Atlantic Coast High School']}]","5,226",32224,,FL,,,,1006285,"1,195,000"
,,Single Family,4132 Causeway Vista Dr,4.0,"{'atAGlanceFacts': [{'factValue': '2006', 'factLabel': 'Year built'}, {'factValue': '2012', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '3 spaces', 'factLabel': 'Parking'}, {'factValue': '10,018 sqft', 'factLabel': 'lotsize'}, {'factValue': '$342', 'factLabel': 'Price/sqft'}]}",Yes,Tampa,"[{'rating': ['3/10', '4/10', '5/10'], 'data': {'Distance': ['0.9 mi', '1.9 mi', '3 mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Bay Crest Elementary School', 'Webb Middle School', 'Alonso High School']}]","4,229",33615,4,FL,0,,,T3201486,"$1,445,000"
,,Single Family,711 NW 39th St,2.0,"{'atAGlanceFacts': [{'factValue': '1963', 'factLabel': 'Year built'}, {'factValue': '1963', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': '0.28 acres', 'factLabel': 'lotsize'}, {'factValue': '$233', 'factLabel': 'Price/sqft'}]}",,Oakland Park,"[{'rating': ['4/10', '4/10', '2/10'], 'data': {'Distance': ['0.1 mi', '2 mi', '1.6 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Lloyd Estates Elementary School', 'James S. Rickards Middle School', 'Northeast High School']}]","1,628",33309,3,FL,1,,,A10754584,"$379,000"
Active,,Traditional,451 Victoria Dr ,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Electric', 'factLabel': 'Heating'}, {'factValue': 'Central Gas', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Houston,"[{'rating': ['5', '2', '1'], 'data': {'Distance': ['0.0 mi', '2.2 mi', '1.0 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Kennedy Elementary School', 'Williams Middle School', 'Washington B T High School']}]",,77022,,TX,1,,,94161973,"475,000"
Active,,Condo/Townhome/Row Home/Co-Op,55C Buckingham Dr Unit 1003,2,"{'atAGlanceFacts': [{'factValue': '1964', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Electric', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$96', 'factLabel': 'Price/sqft'}]}",,Lakewood,"[{'rating': ['4', '3', '2', 'NR', 'NR', 'NR', 'NR'], 'data': {'Distance': ['2.3 mi', '3.7 mi', '3.8 mi', '2.5 mi', '2.4 mi', '0.9 mi', '0.9 mi'], 'Grades': ['1–5', '6–8', '9–12', 'PK–1', '9–12', '9–12', 'K–8']}, 'name': ['Oak Street Elementary School', 'Lakewood Middle School', 'Lakewood High School', 'Spruce St Elementary School', 'Brick Center Vocational School', 'Yeshiva Birchas Chaim Private School', 'Talmud Torah Bais Avrohom Private School']}]",986,8701,2.0,NJ,1.0,,,21944721,"$95,000"
Active,,Transitional,8725 Barrister Way ,,"{'atAGlanceFacts': [{'factValue': '1990', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'Central Air, Gas (Hot Air)', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.27 Acres', 'factLabel': 'lotsize'}, {'factValue': '$113 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Charlotte,"[{'rating': ['6', '6', '3'], 'data': {'Distance': ['0.8 mi', '4.2 mi', '2.8 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Long Creek Elementary', 'Francis Bradley Middle', 'Hopewell High']}]","2,296",28216,,NC,,,,3573608,"259,900"
Active,,Land,3640 Darin Dr,0,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '10198', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Punta Gorda,"[{'rating': ['7', '5', '7', '4', '2', '10', 'NR', 'NR'], 'data': {'Distance': ['2.9 mi', '3.3 mi', '3.0 mi', '4.6 mi', '4.6 mi', '4.0 mi', '2.0 mi', '4.1 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'PK–5', 'PK–12', '9–12', 'PK–8', 'PK–9']}, 'name': ['Sallie Jones Elementary School', 'Punta Gorda Middle School', 'Charlotte High School', 'Peace River Elementary School', 'Charlotte Harbor School', 'Florida SouthWestern Collegiate HS-Charlotte School', 'Good Shepherd Episcopal Private School', 'Grace Community Private School']}]",0,33950,,FL,,,,C7423612,"$369,000"
for sale,,coop,35 E 76th St #26,5 Baths,"{'atAGlanceFacts': [{'factValue': '1930', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,New York,"[{'rating': ['9/10', '8/10', '3/10', '8/10', '9/10', '10/10', '10/10'], 'data': {'Distance': ['3.0mi', '3.0mi', '1.1mi', '3.04mi', '5.42mi', '0.33mi', '0.27mi'], 'Grades': ['6-8', '9-12', '6-12', '6-11', '6-8', '6-8', 'PK-5']}, 'name': ['Nyc Lab Ms For Collaborative Studies', 'Nyc Lab High School For Collaborative Studies', 'Life Sciences Secondary School', 'Ms 260 Clinton School Writers And Artists', 'Lower Manhattan Community Middle School', 'Jhs 167 Robert F Wagner', 'Ps 6 Lillie D Blake']}]",,10021,4 Beds,NY,40.0,,,3540000,"$9,995,000"
For sale,,Condo,360 E Desert Inn Rd UNIT 803,2.0,"{'atAGlanceFacts': [{'factValue': '2005', 'factLabel': 'Year built'}, {'factValue': '2005', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$247', 'factLabel': 'Price/sqft'}]}",,Las Vegas,"[{'rating': ['3/10', '2/10', '2/10'], 'data': {'Distance': ['1.8 mi', '1.6 mi', '2.3 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['John S Park Elementary School', 'John C  Fremont Middle School', 'Valley High School']}]","2,732",89109,2,NV,2,,Yes,2156526,"$675,000"
Pending,,Multi-Family Home,803 N Kingsley Dr,5,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Central', 'factLabel': 'Heating'}, {'factValue': 'Central Air', 'factLabel': 'Cooling'}, {'factValue': '8', 'factLabel': 'Parking'}, {'factValue': '7312', 'factLabel': 'lotsize'}, {'factValue': '$473', 'factLabel': 'Price/sqft'}]}",,Los Angeles,"[{'rating': ['3', '3', '3', '5', '1', '6', 'NR', 'NR'], 'data': {'Distance': ['0.5 mi', '1.1 mi', '1.0 mi', '0.5 mi', '1.0 mi', '1.0 mi', '0.4 mi', '0.6 mi'], 'Grades': ['K–5', '6–8', '9–12', 'K–5', '7–12', '9–12', 'K–8', 'K–K']}, 'name': ['Alexandria Avenue Elementary School', 'Joseph Le Conte Middle School', 'Helen Bernstein High School', 'Kingsley Elementary School', 'Apex Academy School', 'STEM Academy at Bernstein High School', 'Immaculate Heart Of Mary Elementary Private School', 'Beverly Christian Academy, Inc. Private School']}]",5280,90029,4,CA,Two,,,BB19228957,"$2,499,000"
,,,0 White Rock Rd,,"{'atAGlanceFacts': [{'factValue': None, 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': None, 'factLabel': 'Heating'}, {'factValue': None, 'factLabel': 'Cooling'}, {'factValue': None, 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Cleveland,"[{'rating': ['5/10', '7/10', '2/10'], 'data': {'Distance': ['0.4 mi', '0.6 mi', '1.4 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Janowski Elementary School', 'Burbank Middle School', 'Houston Math Science And Technolog']}]",,77022,4 acres,TX,,,,37436040,"$84,990"
for sale,,single-family home,445 Marlborough St,8 Baths,"{'atAGlanceFacts': [{'factValue': '1890', 'factLabel': 'Year built'}, {'factValue': '2013', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '2,216 sqft', 'factLabel': 'lotsize'}, {'factValue': '$1,411/sqft', 'factLabel': 'Price/sqft'}]}",yes,Boston,"[{'rating': [], 'data': {'Distance': [], 'Grades': []}, 'name': []}]","6,200 sqft",2115,6 Beds,MA,3.0,,,1234567,"$8,749,000"
For sale,,Townhouse,3353 Baker St NE,1.0,"{'atAGlanceFacts': [{'factValue': '1940', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': '1,742 sqft', 'factLabel': 'lotsize'}, {'factValue': '$243', 'factLabel': 'Price/sqft'}]}",,Washington,"[{'rating': ['3/10', '4/10', '4/10'], 'data': {'Distance': ['0.7 mi', '1.6 mi', '2.3 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Thomas Elementary School', 'Kelly Miller Middle School', 'H.D. Woodson High School']}]","1,440",20019,3,DC,3,,,DCDC451916,"$350,000"
,,Single Family,11512 Musket Rim St,6,"{'atAGlanceFacts': [{'factValue': '2003', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central, Geothermal, Other', 'factLabel': 'Cooling'}, {'factValue': '3 spaces', 'factLabel': 'Parking'}, {'factValue': '1.33 acres', 'factLabel': 'lotsize'}, {'factValue': '$339', 'factLabel': 'Price/sqft'}]}",,Austin,"[{'rating': ['10/10', '10/10', '8/10'], 'data': {'Distance': ['1.2 mi', '7.1 mi', '3.4 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Lake Pointe Elementary School', 'Lake Travis Middle School', 'Lake Travis High School']}]","5,906",78738,5,TX,2.0,,,3564974,"$1,999,899"
New construction,,Single Family,Buildable plan: Residence 4 Echo at Novel Park,4.0,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': 'No Data', 'factLabel': 'lotsize'}, {'factValue': '$410', 'factLabel': 'Price/sqft'}]}",,Irvine,"[{'rating': ['8/10', 'NA'], 'data': {'Distance': ['0.3 mi', '1.8 mi'], 'Grades': ['K-8', '9-12']}, 'name': ['Beacon Park', 'Portola High']}]","2,429",92618,4,CA,3,,,,"$994,990"
for sale,,townhouse,2976 Bird Rd #18,2 Baths,"{'atAGlanceFacts': [{'factValue': '1996', 'factLabel': 'Year built'}, {'factValue': '1996', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$417/sqft', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['10/10', '5/10', '10/10', '5/10', '10/10', 'None/10'], 'data': {'Distance': ['0.49mi', '1.37mi', '1.24mi', '2.32mi', '18.05mi', '13.17mi'], 'Grades': ['PK-5', '9-12', '6-8', '6-8', 'PK-8', 'K-9']}, 'name': ['Coconut Grove Elementary School', 'Coral Gables Senior High School', 'George Washington Carver Middle School', 'Ponce De Leon Middle School', 'Air Base Elementary School', 'Robert Morgan Voc-Tech Institute']}]",840 sqft,33133,2 Beds,FL,,,,A10741601,"$350,000"
for sale,,townhouse,122-124 Richmond St,2 Baths,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'None', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '1598 sqft', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Philadelphia,"[{'rating': ['4/10', '1/10'], 'data': {'Distance': ['0.47mi', '0.55mi'], 'Grades': ['K-8', '6-12']}, 'name': ['Adaire Alexander School', 'Penn Treaty Middle School']}]",,19125,3 Beds,PA,1.0,,,PAPH834898,"$1,199,000"
Active Under Contract,,Condo/Townhome/Row Home/Co-Op,12042 Hart St Apt 1,2.5,"{'atAGlanceFacts': [{'factValue': '2009', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Furnace', 'factLabel': 'Heating'}, {'factValue': 'Central A/C', 'factLabel': 'Cooling'}, {'factValue': 'Driveway Gate', 'factLabel': 'Parking'}, {'factValue': '7392', 'factLabel': 'lotsize'}, {'factValue': '$296', 'factLabel': 'Price/sqft'}]}",,North Hollywood,"[{'rating': ['4', '3', '8', '8', '5', 'NR', 'NR', 'NR'], 'data': {'Distance': ['0.3 mi', '0.6 mi', '2.2 mi', '0.3 mi', '1.1 mi', '1.2 mi', '0.8 mi', '1.0 mi'], 'Grades': ['K–5', '6–8', '9–12', 'K–8', '6–12', 'K–12', '1–5', '2–12']}, 'name': ['Bellingham Elementary School', 'Roy Romer Middle School', 'North Hollywood Senior High School', 'Celerity Palmati Charter School', 'Sun Valley Engineering And Technology Magnet School', 'Charles Leroy Lowman Special Education Center School', 'Or Hachaim Academy Girls Div Private School', 'San Fernando Valley Private School']}]",1350,91605,3,CA,,,,SR19228421,"$399,900"
Active,,Single Family Home,Vl 1 Edinboro Ave,2.5,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central Air', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '6970', 'factLabel': 'lotsize'}, {'factValue': '$154', 'factLabel': 'Price/sqft'}]}",,Maple Heights,"[{'rating': ['NR', '3', '2', '2', '2', '3', 'NR', 'NR'], 'data': {'Distance': ['0.7 mi', '0.8 mi', '0.3 mi', '0.8 mi', '1.3 mi', '1.4 mi', '1.1 mi', '1.3 mi'], 'Grades': ['PK–1', '6–8', '9–12', '3–5', 'K–8', '6–11', 'K–8', 'PK–8']}, 'name': ['Abraham Lincoln School', 'Milkovich Middle School', 'Maple Heights High School', 'Barack Obama Elementary School', 'Ohio Collegiate Academy School', 'T2 Honors Academy School', 'Holy Spirit Academy Private School', 'Ramah Junior Academy Private School']}]",1300,44137,3.0,OH,2.00,,,4026036,"$200,000"
for sale,,single-family home,13849 Lago Vista Ave,2 Baths,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '6,094 sqft', 'factLabel': 'lotsize'}, {'factValue': '$101/sqft', 'factLabel': 'Price/sqft'}]}",,Horizon City,"[{'rating': ['4/10', '6/10', '3/10'], 'data': {'Distance': ['3.62mi', '3.62mi', '3.62mi'], 'Grades': ['6-8', 'PK-5', '9-12']}, 'name': ['Horizon Middle School', 'Desert Hills Elementary School', 'Horizon High School']}]","1,782 sqft",79928,4 Beds,TX,,,,812343,"$179,950"
For sale,,Single Family,7230 SW 7th St,2,"{'atAGlanceFacts': [{'factValue': '1948', 'factLabel': 'Year built'}, {'factValue': '1965', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '5,998 sqft', 'factLabel': 'lotsize'}, {'factValue': '$289', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['10/10', '3/10', '3/10'], 'data': {'Distance': ['16.5 mi', '1 mi', '2.7 mi'], 'Grades': ['PK-8', '6-8', '9-12']}, 'name': ['Air Base Elementary School', 'West Miami Middle School', 'South Miami Senior High School']}]","1,324",33144,4,FL,1.0,,,A10763484,"$382,500"
for sale,,lot/land,Dunlap 29,,"{'atAGlanceFacts': [{'factValue': '', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5.00 acres', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Palms,"[{'rating': ['7/10', '8/10', '6/10'], 'data': {'Distance': ['1.08mi', '0.46mi', '0.6mi'], 'Grades': ['6-8', 'K-5', '9-12']}, 'name': ['Palms Middle School', 'Castle Heights Elementary School', 'Alexander Hamilton Senior High School']}]",,90034,,CA,,,,JT19257943,"$17,500"
Active,,Single Family Home,6105 Still Water Way,4.5,"{'atAGlanceFacts': [{'factValue': '1990', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Heat Pump(s), Forced Air Heating, Programmable Thermostat Heating, Zoned Heating', 'factLabel': 'Heating'}, {'factValue': 'Central A/C', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage, Driveway', 'factLabel': 'Parking'}, {'factValue': '15000', 'factLabel': 'lotsize'}, {'factValue': '$221', 'factLabel': 'Price/sqft'}]}",,McLean,"[{'rating': ['8', '9', '8', '9', '10', '9', 'NR', 'NR'], 'data': {'Distance': ['0.6 mi', '1.7 mi', '2.2 mi', '1.7 mi', '3.4 mi', '2.4 mi', '0.4 mi', '0.9 mi'], 'Grades': ['PK–6', '7–8', '9–12', 'PK–6', '7–8', '9–12', 'PK–6', 'PK–4']}, 'name': ['Chesterbrook Elementary School', 'Longfellow Middle School', 'Mclean High School', 'Kent Gardens Elementary School', 'Cooper Middle School', 'Langley High School', 'Montessori Private School Of Mclean', 'Brooksfield Private School']}]",7000,22101,5,VA,3+,,,VAFX1103500,"$1,550,000"
Active,,Single Family Home,120 Carnarvon Dr,7.5+,"{'atAGlanceFacts': [{'factValue': '2003', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': 'Central Electric, Zoned', 'factLabel': 'Cooling'}, {'factValue': 'Parking Desc', 'factLabel': 'Parking'}, {'factValue': '182669', 'factLabel': 'lotsize'}, {'factValue': '$1,107', 'factLabel': 'Price/sqft'}]}",5,Houston,"[{'rating': ['8', '5', '7', '3', '10', '2', 'NR', 'NR'], 'data': {'Distance': ['2.0 mi', '3.2 mi', '3.6 mi', '2.0 mi', '2.4 mi', '3.0 mi', '0.5 mi', '0.8 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'PK–5', 'K–8', 'PK–12', 'PK–5', 'PK–8']}, 'name': ['Hunters Creek Elementary School', 'Spring Branch Middle School', 'Memorial High School', 'Housman Elementary School', 'The School For Highly Gifted Students', 'Phoenix School At Southwest School', 'The Fay Private School', 'First Baptist Academy Houston Private School']}]",26638,77024,6.0,TX,3,,,30106655,"$29,500,000"
Active,,,7395 Universal Blvd #501 ,,"{'atAGlanceFacts': [{'factValue': '2007', 'factLabel': 'Year built'}, {'factValue': '2007', 'factLabel': 'Remodeled year'}, {'factValue': 'Electric', 'factLabel': 'Heating'}, {'factValue': 'Central Air', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': '$398 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,ORLANDO,"[{'rating': ['2', '5', '7', '5', '7'], 'data': {'Distance': ['0.8 mi', '1.3 mi', '5.9 mi', '2.1 mi', '5.9 mi'], 'Grades': ['Preschool to 5', 'Preschool to 12', 'K to 8', '6 to 8', '9 to 12']}, 'name': ['Tangelo Park Elementary School', 'Dr. Phillips High School', 'Cornerstone Academy Charter', 'Southwest Middle School', 'Cornerstone Charter Academy High School']}]","1,056",32819,,FL,Three Or More,,,S5020178,"420,000"
for sale,,single-family home,3451 W 94th St,3 Baths,"{'atAGlanceFacts': [{'factValue': '1925', 'factLabel': 'Year built'}, {'factValue': '1962', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage', 'factLabel': 'Parking'}, {'factValue': '4,880 sqft', 'factLabel': 'lotsize'}, {'factValue': '$113/sqft', 'factLabel': 'Price/sqft'}]}",,Cleveland,"[{'rating': ['2/10', '1/10', '2/10', '6/10', '1/10', '2/10', '3/10', '2/10', '4/10', '1/10', '3/10', '3/10', '3/10', '2/10', '1/10', '1/10', '2/10', '1/10', '2/10', '2/10', '2/10', '3/10', '2/10', '2/10', '2/10', '3/10', '2/10', '2/10', '4/10', '8/10', '2/10', '3/10', '3/10', '2/10', '2/10', '3/10', '2/10', '2/10', '2/10', '1/10', '1/10', '1/10', '1/10', '1/10', '3/10', '3/10', '2/10', '2/10', '3/10', '1/10', '3/10', '5/10', '4/10', '3/10', '3/10', '2/10', '3/10', '3/10', '2/10', '6/10', '2/10', '3/10', '2/10'], 'data': {'Distance': ['9.1mi', '7.57mi', '2.38mi', '1.65mi', '7.23mi', '5.46mi', '2.34mi', '1.66mi', '1.64mi', '7.65mi', '11.95mi', '2.72mi', '7.46mi', '8.82mi', '6.56mi', '9.08mi', '8.7mi', '6.99mi', '10.2mi', '8.68mi', '5.75mi', '3.29mi', '7.08mi', '5.81mi', '5.45mi', '2.77mi', '8.06mi', '9.21mi', '4.74mi', '1.41mi', '11.03mi', '2.32mi', '11.73mi', '10.89mi', '5.54mi', '5.14mi', '1.25mi', '7.68mi', '9.83mi', '2.4mi', '9.72mi', '2.44mi', '2.83mi', '2.38mi', '0.94mi', '1.29mi', '4.98mi', '6.94mi', '8.58mi', '1.27mi', '1.44mi', '2.65mi', '2.6mi', '3.49mi', '2.85mi', '7.88mi', '2.29mi', '1.93mi', '1.67mi', '10.1mi', '0.88mi', '3.18mi', '4.83mi'], 'Grades': ['7-12', '7-12', '9-12', 'K-5', 'PK-8', 'PK-8', 'PK-10', 'PK-8', 'PK-12', 'PK-8', 'PK-8', 'PK-8', 'PK-8', 'PK-9', 'PK-8', 'PK-9', 'PK-8', 'PK-8', 'PK-9', 'PK-9', 'PK-8', 'PK-8', 'PK-8', 'PK-9', 'K-9', 'PK-9', 'PK-8', 'PK-9', 'PK-8', 'PK-8', '5-12', 'PK-8', 'PK-8', 'PK-8', '9-12', 'K-8', 'PK-8', 'PK-9', 'PK-9', '4-12', '3-12', '6-12', 'PK-8', '7-12', 'PK-8', 'PK-8', 'PK-9', 'PK-9', 'PK-8', '9-12', 'PK-9', 'PK-9', 'PK-9', 'PK-9', 'PK-8', 'PK-8', 'PK-9', 'PK-9', 'PK-8', '3-12', 'PK-9', 'PK-10', 'PK-8']}, 'name': ['Glenville High School', 'John Adams High School', 'Garrett Morgan School Of Science School', 'Louisa May Alcott Elementary School', 'Nathan Hale School', 'George Washington Carver', 'Garfield Elementary School', 'Almira', 'Thomas Jefferson School', 'Willson School', 'Euclid Park Elementary School', 'Artemus Ward', 'Daniel E Morgan School', 'Franklin D. Roosevelt', 'Miles Park School', 'Patrick Henry School', 'Robert H Jamison School', 'Wade Park', 'Adlai Stevenson School', 'Andrew J Rickoff', 'Anton Grdina', 'Benjamin Franklin', 'Bolton', 'Case', 'Carl & Louis Stokes Central Academy', 'Charles A Mooney School', 'Charles Dickens School', 'Charles W Eliot  School', 'Clara E Westropp School', 'Clark School', 'Collinwood High School', 'Denison', 'Memorial School', 'East Clark', 'East Technical High School', 'Fullerton School', 'H Barbara Booker Elementary School', 'Harvey Rice Elementary School', 'Iowa-Maple Elementary School', 'James Ford Rhodes High School', 'John F Kennedy High School', 'John Marshall High School', 'Luis Munoz Marin School', 'Lincoln-West High School', 'Louis Agassiz School', 'Marion C Seltzer Elementary School', 'Marion-Sterling Elementary School', 'Mary B Martin School', 'Mary M Bethune', 'Max S Hayes High School', 'Mckinley School', 'Paul L Dunbar Elementary School @ Kentucky', 'Riverside School', 'Robinson G Jones Elementary School', 'Scranton School', 'Sunbeam', 'Walton School', 'Waverly Elementary School', 'Joseph M Gallagher School', 'Whitney Young School', 'Wilbur Wright School', 'William C Bryant Elementary School', 'Willow School']}]","1,208 sqft",44102,3 Beds,OH,2.0,,,4118176,"$136,900"
